,0
0,data_resize_all/1.6_0688_zeiger2_2019-11-19_18-07-04.jpg
1,data_resize_all/8.0_10379cd7623f772faeea85bf23137b45.jpg
2,data_resize_all/7.7_3899_zeiger3_2019-06-02T083009.jpg
3,data_resize_all/6.4_e6989a823abd05e4b4d5ecc856de14aa.jpg
4,data_resize_all/4.7_1ea28f634a44dbe1b67cce91d96b08c2.jpg
5,data_resize_all/8.0_91025bf02aac8cc68b861a3f9ef98cb6.jpg
6,data_resize_all/4.8_621fc62f36dd9cffc9d887a05bab3f78.jpg
7,data_resize_all/0.0_759b6e62af23ccf905789eeb80c9f440.jpg
8,data_resize_all/5.4_pointer_20211008-102957.jpg
9,data_resize_all/0.2_b996a82eca0579959c32b800815d045b.jpg
10,data_resize_all/5.4_main_ana3_20221213-134708.jpg
11,data_resize_all/8.9_analog3_20200928-135043.jpg
12,data_resize_all/4.8_401174eed158eed79554a9b1fb38b4a0.jpg
13,data_resize_all/1.3_8f5d645eb52c3330715740a1988ac313.jpg
14,data_resize_all/9.4_4688_zeiger2_2020-04-29_13-34-02.jpg
15,data_resize_all/9.2_pointer_20211022-060300.jpg
16,data_resize_all/9.6_c2996bad7feda226091a541b5927397b.jpg
17,data_resize_all/2.0_cb15144536516ee3bdac35286fd0bdd5.jpg
18,data_resize_all/0.5_6689e925ce5da001263a63a7120f885d.jpg
19,data_resize_all/6.9_cd9c8efecb714713a8f85338085f5b71.jpg
20,data_resize_all/1.4_4204f625a82f0b0a3cb1a45368a55f53.jpg
21,data_resize_all/5.0_2b7c59781e936ee675e38b746f824e73.jpg
22,data_resize_all/5.1_cc3a3d2aaad0f9f9261a13f35e4dfcde.jpg
23,data_resize_all/6.8_78d774c411810a37beb97c7e23bef990.jpg
24,data_resize_all/9.3_4613_zeiger4_2020-04-29_13-18-02.jpg
25,data_resize_all/4.0_095bc086caee657c5e31e8502b33fc8d.jpg
26,data_resize_all/9.6_main_ana3_20221214-174621.jpg
27,data_resize_all/5.4_97c63208892ea72b36c2c76ae0695970.jpg
28,data_resize_all/3.2_4904930dbce0bc29d32254e676022863.jpg
29,data_resize_all/1.6_dba0924086f044ef5fd4961ae34205c5.jpg
30,data_resize_all/9.8_4926_zeiger2_2020-02-17_17-43-42.jpg
31,data_resize_all/7.9_c2dda5aed2ce7d7a8ff6a073771b62ba.jpg
32,data_resize_all/4.8_2440_zeiger4_2020-04-29_11-20-02.jpg
33,data_resize_all/1.3_0b85618e40775c67e0e36199b60219db.jpg
34,data_resize_all/2.8_c935920d63548bb1cf8f1785db97a57d.jpg
35,data_resize_all/8.0.jpg
36,data_resize_all/5.6_ana1_20220817-100440.jpg
37,data_resize_all/3.6_d8c7f1c1da9f76a208e72cd64810a9b5.jpg
38,data_resize_all/6.0_5cd4d1d14fa286d803bfc68efdeb8807.jpg
39,data_resize_all/6.5_3156_zeiger3_2019-11-19_02-27-03.jpg
40,data_resize_all/9.4_4729_zeiger4_2020-04-29_10-47-26.jpg
