,0
0,data_resize_all/6.8_623f331e36885917172f759b16489f84.jpg
1,data_resize_all/5.5_2740_zeiger2_2020-04-29_13-31-02.jpg
2,data_resize_all/8.9_analog2_20201003-081301.jpg
3,data_resize_all/8.7_1039c33b317460fb7fe86729700c9c6e.jpg
4,data_resize_all/3.3_0fd37303aeaa4b2f925f8aeffd48bbd1.jpg
5,data_resize_all/5.4_5658e60b82d1c70e24116a95a17bd7ee.jpg
6,data_resize_all/2.3_4cd7838798b0a1a656fa5c1c5267339c.jpg
7,data_resize_all/5.9_3bd6db53d18fd79741606c713dd82db5.jpg
8,data_resize_all/6.8_87067dea681dcb4c39dcff58663ad62b.jpg
9,data_resize_all/3.8_5628be589c6e2217537a96b9df6ed6a3.jpg
10,data_resize_all/1.7_1.8.jpg
11,data_resize_all/6.8_3420_zeiger4_2019-09-15_06-00-12.jpg
12,data_resize_all/2.9_2ad3dd7d058798612aef75f5f958534d.jpg
13,data_resize_all/2.7_1241_zeiger2_2019-06-04T053009.jpg
14,data_resize_all/0.6_0c26f0dcb7dcf8d106a5b66b53267ee8.jpg
15,data_resize_all/5.8_2860_zeiger1_2020-04-29_11-44-02.jpg
16,data_resize_all/9.8_4926_zeiger2_2020-02-17_17-43-42.jpg
17,data_resize_all/7.2_analog3_20201013-082248.jpg
18,data_resize_all/2.3_1137_zeiger4_2020-04-29_10-50-02.jpg
19,data_resize_all/2.7_da175f26de0f7f07cd6236b2a28239c0.jpg
20,data_resize_all/7.2_3548_analog2_20200814-201301.jpg
21,data_resize_all/1.2_0349c2d8f3f1853a9335d9fbf0d140c5.jpg
22,data_resize_all/2.3_3dd959b94c068eea3d80d584b2060b58.jpg
23,data_resize_all/2.3_1cf0d4f151ee9105832edb4cdf4929d0.jpg
24,data_resize_all/5.4_97c63208892ea72b36c2c76ae0695970.jpg
25,data_resize_all/5.0_2b7c59781e936ee675e38b746f824e73.jpg
26,data_resize_all/2.3_525057225948a9c327d2496e4cc9bc81.jpg
27,data_resize_all/4.8_902cb2b846c48fd89a7c8401c8402885.jpg
28,data_resize_all/2.3_ceaf88c823047e2f37599ada3bdf3f84.jpg
29,data_resize_all/7.3_6fd435709d0e70bebd1cfdbe781c9b5a.jpg
30,data_resize_all/2.3_29f54323964611316d18467e8cb42473.jpg
31,data_resize_all/6.8_3426_analog2_20200816-075213.jpg
32,data_resize_all/8.2_4101_zeiger4_2020-04-29_11-59-02.jpg
33,data_resize_all/5.4_8dd26a2247686683f763c53474712b7a.jpg
34,data_resize_all/6.0_pointer_20211009-201242.jpg
35,data_resize_all/6.5_3159_zeiger3_2019-11-19_02-42-03.jpg
36,data_resize_all/4.8_2414_zeiger1_2020-06-14_08-38-09.jpg
37,data_resize_all/7.9_23a66f3611897efae00e5f8ece2fcb12.jpg
38,data_resize_all/8.9_948cfd85cd30c97a931c75d74315dad2.jpg
39,data_resize_all/8.2_4122_zeiger2_2020-06-14_08-33-40.jpg
40,data_resize_all/0.8_0286_zeiger3_2019-11-19_11-02-03.jpg
41,data_resize_all/8.2_2560e7cf0bdfa2a1943f729b6279a4af.jpg
42,data_resize_all/4.8_0fca88228ea40ff3d31fff62e40c9293.jpg
43,data_resize_all/8.5_4205_zeiger3_2020-06-16_04-01-36.jpg
44,data_resize_all/9.8_5a1aad41da47172b789d2093ef1af9fb.jpg
45,data_resize_all/1.6_ana4_20220623-081159.jpg
46,data_resize_all/6.4_pointer_20211010-122829.jpg
47,data_resize_all/8.1_4001_zeiger4_2019-06-02T105009.jpg
48,data_resize_all/9.4_4764_zeiger3_2019-11-19_18-32-04.jpg
49,data_resize_all/6.8_3411_zeiger2_2020-06-14_15-10-18.jpg
50,data_resize_all/6.8_78d774c411810a37beb97c7e23bef990.jpg
51,data_resize_all/2.0_a961f9b89c6c69715e50aaf17f444a61.jpg
52,data_resize_all/4.4_7a43d7be2291c5ce871fe11e8cfc0780.jpg
53,data_resize_all/6.4_3244_zeiger4_2020-04-29_10-56-43.jpg
54,data_resize_all/2.4_a1498ec1e2e4d604871758cf51e23c11.jpg
55,data_resize_all/6.4_3293_zeiger2_2020-04-29_11-57-02.jpg
56,data_resize_all/6.4_ede1c9c6a229920a25b9ac4e1cf30bb5.jpg
57,data_resize_all/7.2_125c2ec5cc6ac87fcd4995cc01debff9.jpg
58,data_resize_all/1.8_59bd7dbc42300b2db72875b0cbe857fb.jpg
59,data_resize_all/9.8_166942e23d29eef618f47437c736d6d8.jpg
60,data_resize_all/8.1_0761a0280deebaeef0927f5d70b9cf92.jpg
61,data_resize_all/4.8_621fc62f36dd9cffc9d887a05bab3f78.jpg
62,data_resize_all/4.8_2445_zeiger4_2019-11-19_18-32-04.jpg
63,data_resize_all/6.5_3156_zeiger3_2019-11-19_02-27-03.jpg
64,data_resize_all/7.2_ana1_20220629-165729.jpg
65,data_resize_all/6.8_316a9b8756ee729c4a068a2a2f952715.jpg
66,data_resize_all/8.1_5f96cd893b4ac27838f583d458372246.jpg
