,0
0,data_resize_all/6.8_097ae32ce724dfe7fbb7df70cfee44db.jpg
1,data_resize_all/4.5_ana1_20220626-050213.jpg
2,data_resize_all/8.5_a52a45ad003360421626c5a8e70bf1c8.jpg
3,data_resize_all/8.6_4e2d76888588b009e553d3ce4b6674eb.jpg
4,data_resize_all/8.1_analog3_20201024-074802.jpg
5,data_resize_all/7.3_3650_zeiger2_2020-06-16_04-11-03.jpg
6,data_resize_all/8.0_fcf8e00e910284c952b71703d32f2ac9.jpg
7,data_resize_all/4.8_401174eed158eed79554a9b1fb38b4a0.jpg
8,data_resize_all/0.4_pointer_20211010-021111.jpg
9,data_resize_all/3.2_87921cd0f30737bd1a68b82d78bdde9e.jpg
10,data_resize_all/2.7_1325_zeiger3_2020-06-14_13-55-00.jpg
11,data_resize_all/7.9_c2dda5aed2ce7d7a8ff6a073771b62ba.jpg
12,data_resize_all/1.2_0349c2d8f3f1853a9335d9fbf0d140c5.jpg
13,data_resize_all/4.4_2155_zeiger4_2019-06-01T211012.jpg
14,data_resize_all/0.0_pointer_20211009-181429.jpg
15,data_resize_all/0.6_6a517ddd6260406cd48d9dccf644d6d1.jpg
16,data_resize_all/6.4_ede1c9c6a229920a25b9ac4e1cf30bb5.jpg
17,data_resize_all/6.5_3156_zeiger3_2019-11-19_02-27-03.jpg
18,data_resize_all/2.4_6384cc9aa9df9361d9a1df5fdc27c914.jpg
19,data_resize_all/6.4_c0fa89df519f3e665d7778b437c7d493.jpg
20,data_resize_all/2.0_a961f9b89c6c69715e50aaf17f444a61.jpg
21,data_resize_all/9.4_26b3334236f43cd1b56dd96ddbbf4c6a.jpg
22,data_resize_all/3.2_1537_zeiger2_2019-06-01T174233.jpg
23,data_resize_all/8.1_831681272346101c1cf606c92f7c0378.jpg
24,data_resize_all/3.6_d8c7f1c1da9f76a208e72cd64810a9b5.jpg
25,data_resize_all/8.8_7e0c810199cd43bfc6891e87144c4489.jpg
26,data_resize_all/7.9_3991_zeiger2_2020-06-14_16-50-43.jpg
27,data_resize_all/1.2_5cd10bb48633ffaa5d8e9d333126c5ee.jpg
28,data_resize_all/2.3_ceaf88c823047e2f37599ada3bdf3f84.jpg
29,data_resize_all/1.3_0c71e18c9553ab75038ad886967e82f1.jpg
30,data_resize_all/9.8_4926_zeiger2_2020-02-17_17-43-42.jpg
31,data_resize_all/1.8_0bce9aebd6a4db61d23b46ad0723efc9.jpg
32,data_resize_all/2.8_438af89d06cd9c63f95bbc4648ee1939.jpg
33,data_resize_all/2.3_4cd7838798b0a1a656fa5c1c5267339c.jpg
34,data_resize_all/1.8_0727_zeiger1_2019-06-04T235009.jpg
35,data_resize_all/2.8_c935920d63548bb1cf8f1785db97a57d.jpg
36,data_resize_all/8.0_91025bf02aac8cc68b861a3f9ef98cb6.jpg
37,data_resize_all/8.1_5f96cd893b4ac27838f583d458372246.jpg
38,data_resize_all/1.7_1.8.jpg
39,data_resize_all/0.8_0286_zeiger3_2019-11-19_11-02-03.jpg
40,data_resize_all/4.6_2405_zeiger4_2019-11-19_01-42-03.jpg
41,data_resize_all/8.1_0761a0280deebaeef0927f5d70b9cf92.jpg
42,data_resize_all/1.7_dc849be23648ba86ecd99fdc647edefb.jpg
43,data_resize_all/4.8_621fc62f36dd9cffc9d887a05bab3f78.jpg
44,data_resize_all/6.0_5cd4d1d14fa286d803bfc68efdeb8807.jpg
45,data_resize_all/4.4_2153_zeiger4_2019-06-01T205012.jpg
46,data_resize_all/4.5_d7b47aeb326fc38eac5e4c643e71a720.jpg
47,data_resize_all/6.5_3117_zeiger1_2019-09-15_05-10-12.jpg
48,data_resize_all/2.2_870cac6280d671dd72f15cf0b86f3192.jpg
49,data_resize_all/6.8_3426_analog2_20200816-075213.jpg
50,data_resize_all/5.8_73e0dd5d5c3904afb4a8b2f68c37ff18.jpg
51,data_resize_all/6.3_40c929fdddd4d74ddc1281813aed0384.jpg
52,data_resize_all/7.1_00fa09e89e4064e516ea32b54cb19eed.jpg
53,data_resize_all/3.6_ana4_20220629-161729.jpg
54,data_resize_all/6.5_3337_zeiger4_2020-04-29_13-49-02.jpg
55,data_resize_all/1.8_59bd7dbc42300b2db72875b0cbe857fb.jpg
56,data_resize_all/5.6_2dc3f2f1fee610ad878915c769112cef.jpg
57,data_resize_all/7.8_pointer_20211022-074259.jpg
58,data_resize_all/6.8_52d5cd5bbc47b0cd2095cd4086fdb2e0.jpg
59,data_resize_all/8.7_1039c33b317460fb7fe86729700c9c6e.jpg
60,data_resize_all/5.6_main_ana3_20221214-162622.jpg
61,data_resize_all/0.4_dabf5982cdfd1f93f76861ef28c47e81.jpg
62,data_resize_all/0.7_91bf08d70a5db97ffa24f23ebecabded.jpg
63,data_resize_all/1.8_03366c277d0481fbf258a13fb594cb33.jpg
64,data_resize_all/0.2_b996a82eca0579959c32b800815d045b.jpg
65,data_resize_all/6.9_cd9c8efecb714713a8f85338085f5b71.jpg
66,data_resize_all/2.3.jpg
67,data_resize_all/1.5_0ce3dca825124f04f02a648b41322651.jpg
68,data_resize_all/5.6_9aa1bbad768e2101b346dccff6bc9b45.jpg
69,data_resize_all/9.7_68f4aa7494a8904b5343fca3536f7ff0.jpg
70,data_resize_all/6.8_3420_zeiger4_2019-09-15_06-00-12.jpg
71,data_resize_all/1.8_0765_analog1_20200814-170323.jpg
72,data_resize_all/1.0_105f0d6bdeabe277071ebe2ae97364e8.jpg
73,data_resize_all/6.8_78d774c411810a37beb97c7e23bef990.jpg
74,data_resize_all/4.6_pointer_20211012-110728.jpg
75,data_resize_all/0.1_50a4ada862521034a777fdb8cbb27a9c.jpg
76,data_resize_all/7.1_1378bcd4d81717a8bab49bca00afac46.jpg
77,data_resize_all/5.9_3bd6db53d18fd79741606c713dd82db5.jpg
78,data_resize_all/3.3_0fd37303aeaa4b2f925f8aeffd48bbd1.jpg
79,data_resize_all/9.1_main_ana3_20221213-142934.jpg
80,data_resize_all/6.5_3159_zeiger3_2019-11-19_02-42-03.jpg
